pokemon,move,TM
GASTRODON,HAIL,HAIL
GASTRODON,HIDDEN_POWER,HIDDEN_POWER
GASTRODON,HYDRO_PUMP,HYDRO_PUMP
GASTRODON,HYPER_BEAM,HYPER_BEAM
GASTRODON,ICE_BEAM,ICE_BEAM
GASTRODON,RAIN_DANCE,RAIN_DANCE
GASTRODON,RETURN,RETURN
GASTRODON,ROCK_SLIDE,ROCK_SLIDE
GASTRODON,SANDSTORM,SANDSTORM
GASTRODON,SLEEP_TALK,SLEEP_TALK
GASTRODON,STRENGTH,STRENGTH
GASTRODON,SUBSTITUTE,SUBSTITUTE
GASTRODON,SURF,SURF
GASTRODON,TOXIC,TOXIC
GASTRODON,WATER_PULSE,WATER_PULSE
GASTRODON,WATERFALL,WATERFALL
GASTRODON,WHIRLPOOL,WHIRLPOOL
GENGAR,BODY_SLAM,BODY_SLAM
GENGAR,DARK_PULSE,DARK_PULSE
GENGAR,DOUBLE_EDGE,DOUBLE_EDGE
GENGAR,ENERGY_BALL,ENERGY_BALL
GENGAR,FIRE_PUNCH,FIRE_PUNCH
GENGAR,GIGA_DRAIN,GIGA_DRAIN
GENGAR,GIGA_IMPACT,GIGA_IMPACT
GENGAR,HEADBUTT,HEADBUTT
GENGAR,HIDDEN_POWER,HIDDEN_POWER
GENGAR,HYPER_BEAM,HYPER_BEAM
GENGAR,ICE_PUNCH,ICE_PUNCH
GENGAR,OMINOUS_WIND,OMINOUS_WIND
GENGAR,POISON_JAB,POISON_JAB
GENGAR,PSYCHIC_M,PSYCHIC_M
GENGAR,RAIN_DANCE,RAIN_DANCE
GENGAR,RETURN,RETURN
GENGAR,SHADOW_BALL,SHADOW_BALL
GENGAR,SLEEP_TALK,SLEEP_TALK
GENGAR,STRENGTH,STRENGTH
GENGAR,SUBMISSION,SUBMISSION
GENGAR,SUBSTITUTE,SUBSTITUTE
GENGAR,SUNNY_DAY,SUNNY_DAY
GENGAR,THUNDER,THUNDER
GENGAR,THUNDERBOLT,THUNDERBOLT
GENGAR,TOXIC,TOXIC
GLACEON,BITE,BITE
GLACEON,BLIZZARD,BLIZZARD
GLACEON,BODY_SLAM,BODY_SLAM
GLACEON,DIG,DIG
GLACEON,DOUBLE_EDGE,DOUBLE_EDGE
GLACEON,GIGA_IMPACT,GIGA_IMPACT
GLACEON,HAIL,HAIL
GLACEON,HIDDEN_POWER,HIDDEN_POWER
GLACEON,HYPER_BEAM,HYPER_BEAM
GLACEON,HYPER_VOICE,HYPER_VOICE
GLACEON,ICE_BEAM,ICE_BEAM
GLACEON,RAIN_DANCE,RAIN_DANCE
GLACEON,RETURN,RETURN
GLACEON,SHADOW_BALL,SHADOW_BALL
GLACEON,SLEEP_TALK,SLEEP_TALK
GLACEON,STRENGTH,STRENGTH
GLACEON,SUBSTITUTE,SUBSTITUTE
GLACEON,SUNNY_DAY,SUNNY_DAY
GLACEON,SWIFT,SWIFT
GLACEON,TOXIC,TOXIC
GLACEON,WATER_PULSE,WATER_PULSE
GRAPPLOCT,BODY_SLAM,BODY_SLAM
GRAPPLOCT,DIG,DIG
GRAPPLOCT,GIGA_IMPACT,GIGA_IMPACT
GRAPPLOCT,HYDRO_PUMP,HYDRO_PUMP
GRAPPLOCT,HYPER_BEAM,HYPER_BEAM
GRAPPLOCT,ICE_PUNCH,ICE_PUNCH
GRAPPLOCT,SLEEP_TALK,SLEEP_TALK
GRAPPLOCT,SUBMISSION,SUBMISSION
GRAPPLOCT,SUBSTITUTE,SUBSTITUTE
GRAPPLOCT,SURF,SURF
GRAPPLOCT,WATERFALL,WATERFALL
GRAPPLOCT,WHIRLPOOL,WHIRLPOOL
GRENMAR,FLAMETHROWER,FLAMETHROWER
GRENMAR,HEADBUTT,HEADBUTT
GRENMAR,HYDRO_PUMP,HYDRO_PUMP
GRENMAR,WATER_PULSE,WATER_PULSE
GRENMAR,ZEN_HEADBUTT,ZEN_HEADBUTT
GRENMAR,SINGE,SINGE
GRIMER,BODY_SLAM,BODY_SLAM
GRIMER,DIG,DIG
GRIMER,FIRE_BLAST,FIRE_BLAST
GRIMER,FIRE_PUNCH,FIRE_PUNCH
GRIMER,FLAMETHROWER,FLAMETHROWER
GRIMER,GIGA_DRAIN,GIGA_DRAIN
GRIMER,HEADBUTT,HEADBUTT
GRIMER,HIDDEN_POWER,HIDDEN_POWER
GRIMER,ICE_PUNCH,ICE_PUNCH
GRIMER,POISON_JAB,POISON_JAB
GRIMER,RAIN_DANCE,RAIN_DANCE
GRIMER,RETURN,RETURN
GRIMER,ROCK_SLIDE,ROCK_SLIDE
GRIMER,SHADOW_BALL,SHADOW_BALL
GRIMER,SHOCK_WAVE,SHOCK_WAVE
GRIMER,SLEEP_TALK,SLEEP_TALK
GRIMER,STRENGTH,STRENGTH
GRIMER,SUBSTITUTE,SUBSTITUTE
GRIMER,SUNNY_DAY,SUNNY_DAY
GRIMER,THUNDER,THUNDER
GRIMER,THUNDERBOLT,THUNDERBOLT
GRIMER,TOXIC,TOXIC
GRIMER,BITE,BITE
GROWLITHE,BITE,BITE
GROWLITHE,BODY_SLAM,BODY_SLAM
GROWLITHE,DIG,DIG
GROWLITHE,DOUBLE_EDGE,DOUBLE_EDGE
GROWLITHE,FIRE_BLAST,FIRE_BLAST
GROWLITHE,FLAMETHROWER,FLAMETHROWER
GROWLITHE,HEADBUTT,HEADBUTT
GROWLITHE,HIDDEN_POWER,HIDDEN_POWER
GROWLITHE,PLAY_ROUGH,PLAY_ROUGH
GROWLITHE,RETURN,RETURN
GROWLITHE,SLEEP_TALK,SLEEP_TALK
GROWLITHE,STRENGTH,STRENGTH
GROWLITHE,SUBSTITUTE,SUBSTITUTE
GROWLITHE,SUNNY_DAY,SUNNY_DAY
GROWLITHE,SWIFT,SWIFT
GROWLITHE,TOXIC,TOXIC
GRUBBIN,BITE,BITE
GRUBBIN,DIG,DIG
GRUBBIN,HIDDEN_POWER,HIDDEN_POWER
GRUBBIN,POISON_JAB,POISON_JAB
GRUBBIN,RAIN_DANCE,RAIN_DANCE
GRUBBIN,RETURN,RETURN
GRUBBIN,SLEEP_TALK,SLEEP_TALK
GRUBBIN,SUBSTITUTE,SUBSTITUTE
GRUBBIN,THUNDERBOLT,THUNDERBOLT
GRUBBIN,TOXIC,TOXIC
GUMSHOOS,BITE,BITE
GUMSHOOS,EARTHQUAKE,EARTHQUAKE
GUMSHOOS,HIDDEN_POWER,HIDDEN_POWER
GUMSHOOS,RETURN,RETURN
GUMSHOOS,SANDSTORM,SANDSTORM
GUMSHOOS,SLEEP_TALK,SLEEP_TALK
GUMSHOOS,SUBSTITUTE,SUBSTITUTE
GUMSHOOS,TOXIC,TOXIC
HAKAMO_O,HEADBUTT,HEADBUTT
HAKAMO_O,SUBMISSION,SUBMISSION
HAKAMO_O,EARTHQUAKE,EARTHQUAKE
HAKAMO_O,HIDDEN_POWER,HIDDEN_POWER
HAKAMO_O,IRON_HEAD,IRON_HEAD
HAKAMO_O,RETURN,RETURN
HAKAMO_O,ROCK_SLIDE,ROCK_SLIDE
HAKAMO_O,SANDSTORM,SANDSTORM
HAKAMO_O,SLEEP_TALK,SLEEP_TALK
HAKAMO_O,SUBSTITUTE,SUBSTITUTE
HAKAMO_O,TOXIC,TOXIC
HARIYAMA,DIG,DIG
HARIYAMA,EARTHQUAKE,EARTHQUAKE
HARIYAMA,GIGA_IMPACT,GIGA_IMPACT
HARIYAMA,HIDDEN_POWER,HIDDEN_POWER
HARIYAMA,HYPER_BEAM,HYPER_BEAM
HARIYAMA,IRON_HEAD,IRON_HEAD
HARIYAMA,POISON_JAB,POISON_JAB
HARIYAMA,RAIN_DANCE,RAIN_DANCE
HARIYAMA,RETURN,RETURN
HARIYAMA,ROCK_SLIDE,ROCK_SLIDE
HARIYAMA,SLEEP_TALK,SLEEP_TALK
HARIYAMA,STRENGTH,STRENGTH
HARIYAMA,SUBMISSION,SUBMISSION
HARIYAMA,SUBSTITUTE,SUBSTITUTE
HARIYAMA,SUNNY_DAY,SUNNY_DAY
HARIYAMA,SURF,SURF
HARIYAMA,TOXIC,TOXIC
HARIYAMA,WATER_PULSE,WATER_PULSE
HARIYAMA,WHIRLPOOL,WHIRLPOOL
HATENNA,CALM_MIND,CALM_MIND
HATENNA,DAZZLE_BEAM,DAZZLE_BEAM
HATENNA,MOONBLAST,MOONBLAST
HATENNA,PSYBEAM,PSYBEAM
HATENNA,PSYCHIC_M,PSYCHIC_M
HATENNA,SWIFT,SWIFT
HATENNA,ENERGY_BALL,ENERGY_BALL
HATENNA,GIGA_DRAIN,GIGA_DRAIN
HATENNA,THUNDERBOLT,THUNDERBOLT
HATENNA,SUBSTITUTE,SUBSTITUTE
HATENNA,SHADOW_BALL,SHADOW_BALL
HATENNA,HYPER_BEAM,HYPER_BEAM
HATTERENE,CALM_MIND,CALM_MIND
HATTERENE,DAZZLE_BEAM,DAZZLE_BEAM
HATTERENE,MOONBLAST,MOONBLAST
HATTERENE,PSYBEAM,PSYBEAM
HATTERENE,PSYCHIC_M,PSYCHIC_M
HATTERENE,SWIFT,SWIFT
HATTERENE,ENERGY_BALL,ENERGY_BALL
HATTERENE,GIGA_DRAIN,GIGA_DRAIN
HATTERENE,THUNDERBOLT,THUNDERBOLT
HATTERENE,SUBSTITUTE,SUBSTITUTE
HATTERENE,SHADOW_BALL,SHADOW_BALL
HATTERENE,HYPER_BEAM,HYPER_BEAM
HATTREM,CALM_MIND,CALM_MIND
HATTREM,DAZZLE_BEAM,DAZZLE_BEAM
HATTREM,MOONBLAST,MOONBLAST
HATTREM,PSYBEAM,PSYBEAM
HATTREM,PSYCHIC_M,PSYCHIC_M
HATTREM,SWIFT,SWIFT
HATTREM,ENERGY_BALL,ENERGY_BALL
HATTREM,GIGA_DRAIN,GIGA_DRAIN
HATTREM,THUNDERBOLT,THUNDERBOLT
HATTREM,SUBSTITUTE,SUBSTITUTE
HATTREM,SHADOW_BALL,SHADOW_BALL
HATTREM,HYPER_BEAM,HYPER_BEAM
HAUNTER,DARK_PULSE,DARK_PULSE
HAUNTER,ENERGY_BALL,ENERGY_BALL
HAUNTER,FIRE_PUNCH,FIRE_PUNCH
HAUNTER,GIGA_DRAIN,GIGA_DRAIN
HAUNTER,HEADBUTT,HEADBUTT
HAUNTER,HIDDEN_POWER,HIDDEN_POWER
HAUNTER,ICE_PUNCH,ICE_PUNCH
HAUNTER,OMINOUS_WIND,OMINOUS_WIND
HAUNTER,POISON_JAB,POISON_JAB
HAUNTER,PSYCHIC_M,PSYCHIC_M
HAUNTER,RAIN_DANCE,RAIN_DANCE
HAUNTER,RETURN,RETURN
HAUNTER,SHADOW_BALL,SHADOW_BALL
HAUNTER,SLEEP_TALK,SLEEP_TALK
HAUNTER,SUBSTITUTE,SUBSTITUTE
HAUNTER,SUNNY_DAY,SUNNY_DAY
HAUNTER,THUNDER,THUNDER
HAUNTER,THUNDERBOLT,THUNDERBOLT
HAUNTER,TOXIC,TOXIC
HAUNTER,SINGE,SINGE
HEATMOR,BODY_SLAM,BODY_SLAM
HEATMOR,CUT,CUT
HEATMOR,DIG,DIG
HEATMOR,FIRE_BLAST,FIRE_BLAST
HEATMOR,FIRE_PUNCH,FIRE_PUNCH
HEATMOR,FLAMETHROWER,FLAMETHROWER
HEATMOR,GIGA_DRAIN,GIGA_DRAIN
HEATMOR,GIGA_IMPACT,GIGA_IMPACT
HEATMOR,HIDDEN_POWER,HIDDEN_POWER
HEATMOR,RAIN_DANCE,RAIN_DANCE
HEATMOR,RETURN,RETURN
HEATMOR,SLEEP_TALK,SLEEP_TALK
HEATMOR,SUBSTITUTE,SUBSTITUTE
HEATMOR,SUNNY_DAY,SUNNY_DAY
HEATMOR,TOXIC,TOXIC
HERACROSS,BODY_SLAM,BODY_SLAM
HERACROSS,CUT,CUT
HERACROSS,DIG,DIG
HERACROSS,EARTHQUAKE,EARTHQUAKE
HERACROSS,GIGA_IMPACT,GIGA_IMPACT
HERACROSS,HEADBUTT,HEADBUTT
HERACROSS,HIDDEN_POWER,HIDDEN_POWER
HERACROSS,HYPER_BEAM,HYPER_BEAM
HERACROSS,NIGHT_SLASH,NIGHT_SLASH
HERACROSS,RAIN_DANCE,RAIN_DANCE
HERACROSS,RETURN,RETURN
HERACROSS,ROCK_SLIDE,ROCK_SLIDE
HERACROSS,SLEEP_TALK,SLEEP_TALK
HERACROSS,STRENGTH,STRENGTH
HERACROSS,SUBMISSION,SUBMISSION
HERACROSS,SUBSTITUTE,SUBSTITUTE
HERACROSS,SUNNY_DAY,SUNNY_DAY
HERACROSS,TOXIC,TOXIC
HERDIER,BITE,BITE
HERDIER,DIG,DIG
HERDIER,GIGA_IMPACT,GIGA_IMPACT
HERDIER,HIDDEN_POWER,HIDDEN_POWER
HERDIER,HYPER_VOICE,HYPER_VOICE
HERDIER,PLAY_ROUGH,PLAY_ROUGH
HERDIER,RAIN_DANCE,RAIN_DANCE
HERDIER,RETURN,RETURN
HERDIER,SHADOW_BALL,SHADOW_BALL
HERDIER,SLEEP_TALK,SLEEP_TALK
HERDIER,STRENGTH,STRENGTH
HERDIER,SUBSTITUTE,SUBSTITUTE
HERDIER,SUNNY_DAY,SUNNY_DAY
HERDIER,SURF,SURF
HERDIER,THUNDERBOLT,THUNDERBOLT
HERDIER,TOXIC,TOXIC
HOPPIP,ENERGY_BALL,ENERGY_BALL
HOPPIP,FLASH,FLASH
HOPPIP,GIGA_DRAIN,GIGA_DRAIN
HOPPIP,HEADBUTT,HEADBUTT
HOPPIP,HIDDEN_POWER,HIDDEN_POWER
HOPPIP,RETURN,RETURN
HOPPIP,SLEEP_TALK,SLEEP_TALK
HOPPIP,SUBSTITUTE,SUBSTITUTE
HOPPIP,SUNNY_DAY,SUNNY_DAY
HOPPIP,THUNDERPUNCH,THUNDERPUNCH
HOPPIP,TOXIC,TOXIC
HOUNDOOM,BITE,BITE
HOUNDOOM,DARK_PULSE,DARK_PULSE
HOUNDOOM,FIRE_BLAST,FIRE_BLAST
HOUNDOOM,FLAMETHROWER,FLAMETHROWER
HOUNDOOM,GIGA_IMPACT,GIGA_IMPACT
HOUNDOOM,HEADBUTT,HEADBUTT
HOUNDOOM,HIDDEN_POWER,HIDDEN_POWER
HOUNDOOM,HYPER_BEAM,HYPER_BEAM
HOUNDOOM,RETURN,RETURN
HOUNDOOM,SHADOW_BALL,SHADOW_BALL
HOUNDOOM,SLEEP_TALK,SLEEP_TALK
HOUNDOOM,STRENGTH,STRENGTH
HOUNDOOM,SUBSTITUTE,SUBSTITUTE
HOUNDOOM,SUNNY_DAY,SUNNY_DAY
HOUNDOOM,SWIFT,SWIFT
HOUNDOOM,TOXIC,TOXIC
HOUNDOUR,BITE,BITE
HOUNDOUR,DARK_PULSE,DARK_PULSE
HOUNDOUR,FIRE_BLAST,FIRE_BLAST
HOUNDOUR,FLAMETHROWER,FLAMETHROWER
HOUNDOUR,HEADBUTT,HEADBUTT
HOUNDOUR,HIDDEN_POWER,HIDDEN_POWER
HOUNDOUR,RETURN,RETURN
HOUNDOUR,SHADOW_BALL,SHADOW_BALL
HOUNDOUR,SLEEP_TALK,SLEEP_TALK
HOUNDOUR,SUBSTITUTE,SUBSTITUTE
HOUNDOUR,SUNNY_DAY,SUNNY_DAY
HOUNDOUR,SWIFT,SWIFT
HOUNDOUR,TOXIC,TOXIC
JANGMO_O,HEADBUTT,HEADBUTT
JANGMO_O,EARTHQUAKE,EARTHQUAKE
JANGMO_O,HIDDEN_POWER,HIDDEN_POWER
JANGMO_O,IRON_HEAD,IRON_HEAD
JANGMO_O,RETURN,RETURN
JANGMO_O,ROCK_SLIDE,ROCK_SLIDE
JANGMO_O,SANDSTORM,SANDSTORM
JANGMO_O,SLEEP_TALK,SLEEP_TALK
JANGMO_O,SUBSTITUTE,SUBSTITUTE
JANGMO_O,TOXIC,TOXIC
JOLTEON,BITE,BITE
JOLTEON,BODY_SLAM,BODY_SLAM
JOLTEON,DIG,DIG
JOLTEON,DOUBLE_EDGE,DOUBLE_EDGE
JOLTEON,FLASH,FLASH
JOLTEON,GIGA_IMPACT,GIGA_IMPACT
JOLTEON,HEADBUTT,HEADBUTT
JOLTEON,HIDDEN_POWER,HIDDEN_POWER
JOLTEON,HYPER_BEAM,HYPER_BEAM
JOLTEON,HYPER_VOICE,HYPER_VOICE
JOLTEON,RAIN_DANCE,RAIN_DANCE
JOLTEON,RETURN,RETURN
JOLTEON,SHADOW_BALL,SHADOW_BALL
JOLTEON,SHOCK_WAVE,SHOCK_WAVE
JOLTEON,SLEEP_TALK,SLEEP_TALK
JOLTEON,STRENGTH,STRENGTH
JOLTEON,SUBSTITUTE,SUBSTITUTE
JOLTEON,SUNNY_DAY,SUNNY_DAY
JOLTEON,SWIFT,SWIFT
JOLTEON,THUNDER,THUNDER
JOLTEON,THUNDERBOLT,THUNDERBOLT
JOLTEON,TOXIC,TOXIC
JUMPLUFF,ENERGY_BALL,ENERGY_BALL
JUMPLUFF,FLASH,FLASH
JUMPLUFF,GIGA_DRAIN,GIGA_DRAIN
JUMPLUFF,GIGA_IMPACT,GIGA_IMPACT
JUMPLUFF,HEADBUTT,HEADBUTT
JUMPLUFF,HIDDEN_POWER,HIDDEN_POWER
JUMPLUFF,HYPER_BEAM,HYPER_BEAM
JUMPLUFF,RETURN,RETURN
JUMPLUFF,SLEEP_TALK,SLEEP_TALK
JUMPLUFF,SUBSTITUTE,SUBSTITUTE
JUMPLUFF,SUNNY_DAY,SUNNY_DAY
JUMPLUFF,THUNDERPUNCH,THUNDERPUNCH
JUMPLUFF,TOXIC,TOXIC
JUNGELA,GIGA_DRAIN,GIGA_DRAIN
JUNGELA,GIGA_IMPACT,GIGA_IMPACT
JUNGELA,HIDDEN_POWER,HIDDEN_POWER
JUNGELA,STRENGTH,STRENGTH
JUNGELA,BODY_SLAM,BODY_SLAM
JUNGELA,CUT,CUT
JUNGELA,EARTHQUAKE,EARTHQUAKE
JUNGELA,ENERGY_BALL,ENERGY_BALL
JUNGELA,FLASH,FLASH
JUNGELA,HYPER_BEAM,HYPER_BEAM
JUNGELA,POISON_JAB,POISON_JAB
JUNGELA,RETURN,RETURN
JUNGELA,ROCK_SLIDE,ROCK_SLIDE
JUNGELA,SHOCK_WAVE,SHOCK_WAVE
JUNGELA,SLEEP_TALK,SLEEP_TALK
JUNGELA,SUBSTITUTE,SUBSTITUTE
JUNGELA,SUNNY_DAY,SUNNY_DAY
JUNGELA,TOXIC,TOXIC
KIRBY,BODY_SLAM,BODY_SLAM
KIRBY,PLAY_ROUGH,PLAY_ROUGH
KIRBY,DOUBLE_EDGE,DOUBLE_EDGE
KIRBY,FIRE_PUNCH,FIRE_PUNCH
KIRBY,GIGA_DRAIN,GIGA_DRAIN
KIRBY,GIGA_IMPACT,GIGA_IMPACT
KIRBY,ICE_BEAM,ICE_BEAM
KIRBY,ICE_PUNCH,ICE_PUNCH
KIRBY,MOONBLAST,MOONBLAST
KIRBY,NIGHT_SLASH,NIGHT_SLASH
KIRBY,OMINOUS_WIND,OMINOUS_WIND
KIRBY,POISON_JAB,POISON_JAB
KIRBY,SLEEP_TALK,SLEEP_TALK
KIRBY,PSYBEAM,PSYBEAM
KIRBY,RETURN,RETURN
KIRBY,ROCK_SLIDE,ROCK_SLIDE
KIRBY,SANDSTORM,SANDSTORM
KIRBY,SHADOW_BALL,SHADOW_BALL
KIRBY,SHOCK_WAVE,SHOCK_WAVE
KIRBY,SIGNAL_BEAM,SIGNAL_BEAM
KIRBY,SOLARBEAM,SOLARBEAM
KIRBY,SUBMISSION,SUBMISSION
KIRBY,SUBSTITUTE,SUBSTITUTE
KIRBY,SWIFT,SWIFT
KIRBY,THUNDERBOLT,THUNDERBOLT
KIRBY,THUNDERPUNCH,THUNDERPUNCH
KIRBY,TOXIC,TOXIC
KIRBY,ZEN_HEADBUTT,ZEN_HEADBUTT
KIRLIA,BODY_SLAM,BODY_SLAM
KIRLIA,CALM_MIND,CALM_MIND
KIRLIA,FIRE_PUNCH,FIRE_PUNCH
KIRLIA,FLASH,FLASH
KIRLIA,HIDDEN_POWER,HIDDEN_POWER
KIRLIA,HYPER_VOICE,HYPER_VOICE
KIRLIA,ICE_PUNCH,ICE_PUNCH
KIRLIA,PSYBEAM,PSYBEAM
KIRLIA,PSYCHIC_M,PSYCHIC_M
KIRLIA,RAIN_DANCE,RAIN_DANCE
KIRLIA,RETURN,RETURN
KIRLIA,SHADOW_BALL,SHADOW_BALL
KIRLIA,SHOCK_WAVE,SHOCK_WAVE
KIRLIA,SLEEP_TALK,SLEEP_TALK
KIRLIA,SUBSTITUTE,SUBSTITUTE
KIRLIA,SUNNY_DAY,SUNNY_DAY
KIRLIA,SWIFT,SWIFT
KIRLIA,THUNDERBOLT,THUNDERBOLT
KIRLIA,TOXIC,TOXIC
KIRLIA,ZEN_HEADBUTT,ZEN_HEADBUTT
KLEAVOR,ROCK_SLIDE,ROCK_SLIDE
KLEAVOR,GIGA_IMPACT,GIGA_IMPACT
KLEAVOR,HEADBUTT,HEADBUTT
KLEAVOR,SWIFT,SWIFT
KLEAVOR,SUBSTITUTE,SUBSTITUTE
KLEAVOR,HYPER_BEAM,HYPER_BEAM
KLEAVOR,NIGHT_SLASH,NIGHT_SLASH
KLEAVOR,SLEEP_TALK,SLEEP_TALK
KLEAVOR,SUBMISSION,SUBMISSION
KLEAVOR,SANDSTORM,SANDSTORM
KOFFING,DARK_PULSE,DARK_PULSE
KOFFING,FIRE_BLAST,FIRE_BLAST
KOFFING,FLAMETHROWER,FLAMETHROWER
KOFFING,FLASH,FLASH
KOFFING,HEADBUTT,HEADBUTT
KOFFING,HIDDEN_POWER,HIDDEN_POWER
KOFFING,RAIN_DANCE,RAIN_DANCE
KOFFING,RETURN,RETURN
KOFFING,SHADOW_BALL,SHADOW_BALL
KOFFING,SHOCK_WAVE,SHOCK_WAVE
KOFFING,SLEEP_TALK,SLEEP_TALK
KOFFING,SUBSTITUTE,SUBSTITUTE
KOFFING,SUNNY_DAY,SUNNY_DAY
KOFFING,THUNDER,THUNDER
KOFFING,THUNDERBOLT,THUNDERBOLT
KOFFING,TOXIC,TOXIC
KOFFING,ZEN_HEADBUTT,ZEN_HEADBUTT
KOMMO_O,HEADBUTT,HEADBUTT
KOMMO_O,SUBMISSION,SUBMISSION
KOMMO_O,EARTHQUAKE,EARTHQUAKE
KOMMO_O,FIRE_PUNCH,FIRE_PUNCH
KOMMO_O,FLAMETHROWER,FLAMETHROWER
KOMMO_O,GIGA_IMPACT,GIGA_IMPACT
KOMMO_O,HIDDEN_POWER,HIDDEN_POWER
KOMMO_O,HYPER_BEAM,HYPER_BEAM
KOMMO_O,HYPER_VOICE,HYPER_VOICE
KOMMO_O,ICE_PUNCH,ICE_PUNCH
KOMMO_O,IRON_HEAD,IRON_HEAD
KOMMO_O,POISON_JAB,POISON_JAB
KOMMO_O,RETURN,RETURN
KOMMO_O,ROCK_SLIDE,ROCK_SLIDE
KOMMO_O,SANDSTORM,SANDSTORM
KOMMO_O,SLEEP_TALK,SLEEP_TALK
KOMMO_O,SUBSTITUTE,SUBSTITUTE
KOMMO_O,TOXIC,TOXIC
LAIRON,BODY_SLAM,BODY_SLAM
LAIRON,CUT,CUT
LAIRON,DIG,DIG
LAIRON,DOUBLE_EDGE,DOUBLE_EDGE
LAIRON,EARTHQUAKE,EARTHQUAKE
LAIRON,HEADBUTT,HEADBUTT
LAIRON,HIDDEN_POWER,HIDDEN_POWER
LAIRON,IRON_HEAD,IRON_HEAD
LAIRON,RAIN_DANCE,RAIN_DANCE
LAIRON,RETURN,RETURN
LAIRON,ROCK_SLIDE,ROCK_SLIDE
LAIRON,SANDSTORM,SANDSTORM
LAIRON,SHOCK_WAVE,SHOCK_WAVE
LAIRON,SLEEP_TALK,SLEEP_TALK
LAIRON,STRENGTH,STRENGTH
LAIRON,SUBSTITUTE,SUBSTITUTE
LAIRON,SUNNY_DAY,SUNNY_DAY
LAIRON,TOXIC,TOXIC
LAIRON,WATER_PULSE,WATER_PULSE
LAMPENT,CALM_MIND,CALM_MIND
LAMPENT,DARK_PULSE,DARK_PULSE
LAMPENT,ENERGY_BALL,ENERGY_BALL
LAMPENT,FIRE_BLAST,FIRE_BLAST
LAMPENT,FLAMETHROWER,FLAMETHROWER
LAMPENT,FLASH,FLASH
LAMPENT,HIDDEN_POWER,HIDDEN_POWER
LAMPENT,OMINOUS_WIND,OMINOUS_WIND
LAMPENT,PSYCHIC_M,PSYCHIC_M
LAMPENT,RETURN,RETURN
LAMPENT,SHADOW_BALL,SHADOW_BALL
LAMPENT,SLEEP_TALK,SLEEP_TALK
LAMPENT,SUBSTITUTE,SUBSTITUTE
LAMPENT,SUNNY_DAY,SUNNY_DAY
LAMPENT,TOXIC,TOXIC
LAMPENT,SINGE,SINGE
LANTURN,BLIZZARD,BLIZZARD
LANTURN,FLASH,FLASH
LANTURN,GIGA_IMPACT,GIGA_IMPACT
LANTURN,HAIL,HAIL
LANTURN,HIDDEN_POWER,HIDDEN_POWER
LANTURN,HYDRO_PUMP,HYDRO_PUMP
LANTURN,HYPER_BEAM,HYPER_BEAM
LANTURN,ICE_BEAM,ICE_BEAM
LANTURN,RAIN_DANCE,RAIN_DANCE
LANTURN,RETURN,RETURN
LANTURN,SHOCK_WAVE,SHOCK_WAVE
LANTURN,SIGNAL_BEAM,SIGNAL_BEAM
LANTURN,SLEEP_TALK,SLEEP_TALK
LANTURN,SUBSTITUTE,SUBSTITUTE
LANTURN,SURF,SURF
LANTURN,THUNDER,THUNDER
LANTURN,THUNDERBOLT,THUNDERBOLT
LANTURN,TOXIC,TOXIC
LANTURN,WATER_PULSE,WATER_PULSE
LANTURN,WATERFALL,WATERFALL
LANTURN,WHIRLPOOL,WHIRLPOOL
LAPRAS,BLIZZARD,BLIZZARD
LAPRAS,BODY_SLAM,BODY_SLAM
LAPRAS,DOUBLE_EDGE,DOUBLE_EDGE
LAPRAS,GIGA_IMPACT,GIGA_IMPACT
LAPRAS,HAIL,HAIL
LAPRAS,HEADBUTT,HEADBUTT
LAPRAS,HIDDEN_POWER,HIDDEN_POWER
LAPRAS,HYDRO_PUMP,HYDRO_PUMP
LAPRAS,HYPER_BEAM,HYPER_BEAM
LAPRAS,HYPER_VOICE,HYPER_VOICE
LAPRAS,ICE_BEAM,ICE_BEAM
LAPRAS,IRON_HEAD,IRON_HEAD
LAPRAS,PSYCHIC_M,PSYCHIC_M
LAPRAS,RAIN_DANCE,RAIN_DANCE
LAPRAS,RETURN,RETURN
LAPRAS,SHOCK_WAVE,SHOCK_WAVE
LAPRAS,SLEEP_TALK,SLEEP_TALK
LAPRAS,STRENGTH,STRENGTH
LAPRAS,SUBSTITUTE,SUBSTITUTE
LAPRAS,SURF,SURF
LAPRAS,THUNDER,THUNDER
LAPRAS,THUNDERBOLT,THUNDERBOLT
LAPRAS,TOXIC,TOXIC
LAPRAS,WATER_PULSE,WATER_PULSE
LAPRAS,WATERFALL,WATERFALL
LAPRAS,WHIRLPOOL,WHIRLPOOL
LAPRAS,ZEN_HEADBUTT,ZEN_HEADBUTT
LARVESTA,SOLARBEAM,SOLARBEAM
LARVESTA,FIRE_BLAST,FIRE_BLAST
LARVESTA,FLAMETHROWER,FLAMETHROWER
LARVESTA,PSYCHIC_M,PSYCHIC_M
LARVESTA,RETURN,RETURN
LARVESTA,SUNNY_DAY,SUNNY_DAY
LARVESTA,SIGNAL_BEAM,SIGNAL_BEAM
LARVESTA,SWIFT,SWIFT
LARVESTA,TOXIC,TOXIC
LARVESTA,OMINOUS_WIND,OMINOUS_WIND
LARVESTA,DOUBLE_EDGE,DOUBLE_EDGE
LARVESTA,BODY_SLAM,BODY_SLAM
LARVESTA,HIDDEN_POWER,HIDDEN_POWER
